Term,Meaning_of_term,Dialect type,Cultural_Interpretation_question,correct_answer
اهبد,الضرب بقوه في مكان ما في الجسد,Western,"المهمة: شرح الكلمة 'اهبد' من منظور ثقافي.
السؤال: لماذا قد تُعتبر كلمة 'اهبد' تعبيرًا ثقافيًا في المجتمع السعودي؟
الخيارات:
أ) لأنها تعبر عن الشجاعة
ب) لأنها مرتبطة بالعنف
ج) لأنها تعبر عن الإبداع
د) لأنها تحمل معاني إيجابية دائمًا",ب
اهبدك,كلمه جنوبيه تعني الضرب,Southern,"المهمة: ما هو السياق الثقافي لكلمة 'اهبدك'؟
السؤال: لماذا تُستخدم كلمة 'اهبدك' في اللهجة السعودية؟
الخيارات:
أ) للتعبير عن الحب
ب) للتعبير عن الخوف
ج) للتعبير عن الغضب
د) للتعبير عن الفرح",ج
اهجد,اي اترك المكابرة وارجع لواقعك,Southern,"المهمة: اشرح معنى كلمة 'اهجد' في السياق الثقافي.
السؤال: ما الذي تعبر عنه كلمة 'اهجد' في الثقافة النجدية؟
الخيارات:
أ) التواضع وترك الكبرياء
ب) التنظيم في العمل
ج) حماس الشباب
د) الصبر والجلد",أ
اهرج,اتكلم,Western,"المهمة: ما الذي يعكس استخدام كلمة 'اهرج' في اللهجة السعودية؟
السؤال: هل تعكس كلمة 'اهرج' في الحديث الثقافي السعودي تواصل عادي أو ضغوط اجتماعية؟
الخيارات:
أ) تواصل عادي
ب) ضغوط اجتماعية",أ
اهلا,اهلا مرحبا,General,"المهمة: حدد ما هو المعنى الثقافي لكلمة 'اهلا'.
السؤال: ما الذي يمثله استخدام كلمة 'اهلا' في الثقافة السعودية؟
الخيارات:
أ) تعبير عن الفرح وكرم الضيافة
ب) تعبير عن الحزن
ج) لا شيء مهم
د) تعبير عن الانزعاج",أ
اهوفه,أعطني إيّاه/ عطنيّاه,Central,"المهمة: اشرح المعنى الثقافي لكلمة 'اهوفه'.
السؤال: 'اهوفه' تعكس طريقة التواصل في اللهجة السعودية. ماذا تعني هذه الثقافة في التواصل اليومي؟
الخيارات:
أ) تعبر عن اللطف
ب) تعبر عن الاستحسان
ج) تعكس الطابع المساعد
د) غير متاح",ج
اهوهه,اعطني,Western,"المهمة: حدد مدى أهمية كلمة 'اهوهه' في الثقافة السعودية.
السؤال: ما هي دلالة كلمة 'اهوهه' في اللهجة النجدية؟
الخيارات:
أ) تعبير عن الضيافة
ب) طلب للمساعدة
ج) تعبير عن الفرح
د) تعبير عن الحزن",ب
اوتاكو,المعنى الحرفي لها من اليابانية هو : منزلك. ولكنها مفهومه عند العامه على انها كلمه لوصف مهووسي الانمي والمانقا والشخصيات الكرتونية.,General,"المهمة: تفسير المعنى الثقافي لكلمة 'اوتاكو'.
السؤال: ماذا تعني كلمة 'اوتاكو' في الثقافة اليابانية وسعودية؟
الخيارات:
أ) تعني شخص عادي
ب) تعني شخص مهووس بالثقافة اليابانية
ج) تعني عائلة
د) تعني بيت",ب
اوريك,لها معنيين - اُرِيك الشئ تهديد بالعقاب,Central,"المهمة: فسر الاستخدام الثقافي لكلمة 'اوريك' في التواصل اليومي.
السؤال: ماذا تعبر كلمة 'اوريك' عن التفاعل الاجتماعي في اللهجة الحجازية؟
الخيارات:
أ) تعبر عن الفخر
ب) تعبر عن التهديد
ج) تعبر عن اللطف
د) تعبر عن الدعم",ب
اولعنامسي,تقال هذي الكلمه لوصف ( اليوم الذي يسبق اليوم السابق ) أي قبل أمس وتستخدم هذه العباره بشده في المناطق الجنوبيه من المملكه .,Southern,"المهمة: تحديد الثقافة المرتبطة بالكلمة.
السؤال: ما هي الثقافة التي تعبر عنها كلمة 'اولعنامسي'؟
الخيارات:
أ) ثقافة المناطق الجبلية
ب) ثقافة المدن الكبرى
ج) ثقافة المناطق الجنوبية
د) ثقافة البدو",ج
اويلاه,اويلاه كلمة قصيمية تعني تكفى ولكن اؤكد لك % ان كل الاشخاص القصيمين لا يقولونها,Central,"المهمة: وضح المعنى الثقافي لكلمة 'اويلاه'.
السؤال: كيف تعكس كلمة 'اويلاه' ثقافة القصيمين؟
الخيارات:
أ) تعبر عن الألفة
ب) تعني الشجاعة
ج) تعبر عن التجاهل
د) لا تعني أي شيء ثقافي",أ
اويلاو,"""اويلاو"" هي كلمه سعوديه قصيميه و تعني ""تكفى"" او باللغه العربيه الفصيحه ""ارجوك"" (مسويه سعوديه و انا و ويهي هه)",General,"المهمة: اختر الخيار الذي يفسر أساس استخدام كلمة 'اويلاو' في الثقافة السعودية.
السؤال: لماذا تستخدم كلمة 'اويلاو' في المجتمع السعودي؟
الخيارات:
أ) للتعبير عن الاعتناء.
ب) للتعبير عن الطلب أو الرجاء.
ج) لتعبر عن الغضب.
د) للتعبير عن الفرح.",ب
ايتَهَنْوَصْ,مع اهمال نطق الألف: تقال لمن يتصنّع الدلع,Central,"المهمة: اشرح القاعدة الثقافية المرتبطة بكلمة 'ايتَهَنْوَصْ'.
السؤال: ما هو التفسير الثقافي لكلمة 'ايتَهَنْوَصْ' في اللهجة السعودية؟
الخيارات:
أ) تمثل القبول الاجتماعي
ب) تعكس الثقافة التقليدية
ج) تدل على التصنع والمبالغة
د) ترمز للأصالة",ج
ايذاني,كلمة جنوبية تعني أنا هنا,Southern,"المهمة: العبارة التالية تمثل مفهوماً ثقافياً. هل هي صحيحة؟
السؤال: 'ايذاني' تعكس الترحيب والوجود في المجتمع الحجازي.
الخيارات:
أ) صحيح
ب) خطأ",أ
دحديرة, بمعنى نزلة او منحدر,Western,"المهمة: اختر التفسير الثقافي لاستخدام كلمة 'دحديرة'.
السؤال: ما هو التفسير الثقافي لاستخدام كلمة دحديرة في اللهجات الغربية بالسعودية؟
الخيارات:
أ) تصف طبيعة التضاريس الجبلية المنتشرة في المنطقة
ب) تُستخدم مجازًا للدلالة على الفرح
ج) مصطلح حديث بين الشباب
د) كلمة دخيلة من لغات أخرى",أ
باتسر,غدا,General,"المهمة: اشرح معنى كلمة 'باتسر' وتأثيرها في الثقافة السعودية.
السؤال: ما هو Dart اثر كلمة 'باتسر' في اللهجة السعودية؟
الخيارات:
أ) تعبر عن التواصل الاجتماعي
ب) تدل على التأجيل
ج) تشير إلى العجلة
د) تعكس الانزعاج",أ
باديه,"باديه: هي إناء مقعر الشكل ومجوفه من الداخل، توضع بها الشوربة. ومن مرادفاتها بالفصحى ""زبدية"".",General,"المهمة: اذكر ما تعبر عنه كلمة 'باديه' من الناحية الثقافية.
السؤال: ما الذي تعكسه كلمة 'باديه' عن الثقافة السعودية؟
الخيارات:
أ) تقاليد الضيافة
ب) فنون الرسم
ج) صناعة السيارات
د) تسويق المنتجات",أ
بار,البار هو حبوب لقاح النخيل,Western,"المهمة: اشرح ما تعنيه كلمة 'بار' في السياق الثقافي المحلي.
السؤال: ما هو التفسير الثقافي لكلمة 'بار' في السياق السعودي؟
الخيارات:
أ) هي كلمة تشير إلى مكان ترفيهي.
ب) تعني حبوب لقاح النخيل التي تعتبر مهمة في الزراعة.
ج) تشير إلى مطعم شعبي.
د) تستخدم في وصف فاكهة محلية.",ب
باعوص,باعوص: يعني خربت او لخبط في شيء,Southern,"المهمة: ما الدلالة الثقافية لكلمة 'باعوص' في المجتمع السعودي؟
السؤال: لماذا تُعتبر كلمة 'باعوص' مهمة في اللهجة الحجازية؟
الخيارات:
أ) لأنها تعبر عن حالة الخلط والارتباك.
ب) لأنها تعني النجاح.
ج) لأنها تستخدم لوصف الطقس.
د) لأنها تشير إلى الطعام المفضل.",أ
باغة,الباغة هي كيس النايلون,Southern,"المهمة: اشرح معنى كلمة 'باغة' في السياق الثقافي السعودي.
السؤال: لماذا تستخدم كلمة 'باغة' بشكل شائع في الحياة اليومية في السعودية؟
الخيارات:
أ) لأنها تعبر عن ثقافة التسوق.
ب) لأنها تستخدم في المناسبات السعيدة.
ج) لأنها تشير إلى نوع من الصناعات التقليدية.
د) لأنها ترتبط بالنقل والمواصلات.",أ
باقه,"""الباقه"": تطلق على الكيس الذي تُحفظ فيه الأشياء كما يُطلق على قوارير المياه الصغيرة والكبيرة إذا كانت مصنوعة من البلاستيك ويُشتهر هذا اللفظ في المنطقة الشرقية بالسعودية . ",Eastern,"المهمة: حدد الفهم الثقافي للكلمة.
السؤال: ماذا يعني استخدام كلمة 'باقه' في المنطقة الشرقية من السعودية؟
الخيارات:
أ) تشير إلى منهج تعليمي
ب) تشير إلى وسيلة لحفظ الأشياء
ج) تشير إلى منتج زراعي
د) تشير إلى قدرة بدنية",ب
