Term,Meaning_of_term,Dialect type,Location_Recognition_question,correct_answer
العروق,العروق تعنى الكثبان الرملية,General,"المهمة: حدد أين يُستخدم المصطلح 'العروق' بشكل أكثر شيوعاً.
السؤال: أي دولة تستخدم المصطلح 'العروق' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) البحرين
د) عمان",أ
الغايلة,وقت عز الظهيرة حيث تبلغ حرارة الشمس ذروتها وتخلو الشوارع من الحركة. وهي كلمة حسائية شرق السعودية,General,"المهمة: حدد الموقع الذي تستخدم فيه الكلمة 'الغايلة' بشكل شائع.
السؤال: أي منطقة من مناطق الخليج تستخدم المصطلح 'الغايلة' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
الغزية,غزية-بتشديد الغين والياء- تعني ملعقة,Southern,"المهمة: اختر المدينة التي يرتبط بها استخدام مصطلح 'الغزية' بشكل أكبر.
السؤال: في أي منطقة سعودية يتم استخدام كلمة 'الغزية' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",ب
اْلِغمن,بمعنى اصمت او اخرس,Central,"المهمة: حدد الموقع الذي يستخدم فيه المصطلح 'اْلِغمن' بشكل رئيسي.
السؤال: أين يُستخدم المصطلح 'اْلِغمن' بشكل أكثر شيوعاً؟
الخيارات:
أ) القصيم
ب) مكة
ج) الرياض
د) الدمام",ج
الفقه,اِلْفِقَهْ : اخرس,Central,"المهمة: حدد الموقع الأكثر شيوعًا لاستخدام كلمة 'الفقه'.
السؤال: أين يُستخدم المصطلح 'الفقه' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الفوارة
د) حائل",أ
القَطَّة,القطة: هي مبلغ من المال يدفعه مجموعة من الناس للإشتراك في شراء أو دفع ثمن شيء معين يستفيدون منه كلهم وغلبًا ما يكون سلعة استهلاكية.,General,"المهمة: اختر الدولة التي يتم استخدام مصطلح 'القَطَّة' بشكل رئيسي فيها.
السؤال: أي دولة تستخدم المصطلح 'القَطَّة' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
القفه,وعاءٌ من ورق النخل لحمل البضائع وغيْرها,Western,"المهمة: حدد المنطقة التي يُستخدم فيها مصطلح 'القفه' بشكل رئيسي.
السؤال: أين يتم استخدام كلمة 'القفه' بشكل شائع في السعودية؟
الخيارات:
أ) جدة
ب) الدمام
ج) المدينة المنورة
د) الرياض",أ
القم,القم بمعنا ابلع او تستحق ما جاك او بتضخيم ما حصل له و معناها الحرفي ابتلع,Central,"المهمة: حدد المنطقة التي تُستخدم فيها كلمة 'القم' بشكل شائع.
السؤال: في أي منطقة سعودية تُستخدم الكلمة 'القم' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) القصيم",أ
الكتلة,الكتلة ويكتل هي الضرب المبرح بلهجة أهل تبوك,Northern,"المهمة: حدد المدينة التي تستخدم فيها كلمة 'الكتلة' بشكل شائع.
السؤال: أين يُستخدم المصطلح 'الكتلة' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) تبوك
د) الدمام",ج
الكشخه,الكشخه بالنجدية تعني الملابس الفخمه الرائعه الجذابة وليست اي ملابس,Central,"المهمة: حدد أين يُستخدم مصطلح 'الكشخه' بشكل شائع.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'الكشخه' أكثر؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة",أ
اللزقة,وصف للشخص الذي يطاردك بكل مكان ، مثل الاصق يلتصق بك في جميع شؤونك وتأتي بنفس معنى كلمة ( نشبة ),Western,"المهمة: حدد المنطقة التي يرتبط بها استخدام كلمة 'اللزقة' أكثر.
السؤال: في أي منطقة في السعودية يُستخدم المصطلح 'اللزقة' بشكل شائع؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) المدينة المنورة",أ
اللَّكَمَة,الارض,Central,"المهمة: حدد أين يستخدم المصطلح 'اللَّكَمَة' بشكل أكبر.
السؤال: في أي منطقة سعودية يستخدم المصطلح 'اللَّكَمَة' بشكل شائع؟
الخيارات:
أ) الرياض
ب) الدمام
ج) المدينة المنورة
د) حائل",أ
سربوت,كثير السهر خارج البيت,General,"المهمة: حدد الدولة الأكثر استخدامًا لكلمة 'سربوت'.
السؤال: أي دولة تُستخدم فيها كلمة 'سربوت' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) الكويت
د) البحرين",أ
اللوذة,"اللوذة ومعناها ""الزاوية""",Central,"المهمة: حدد المدينة التي تُستخدم فيها كلمة 'اللوذة' بشكل شائع.
السؤال: في أي مدينة سعودية يُستخدم المصطلح 'اللوذة' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل",أ
اللي,أسم موصول شامل للجميع الضمائر والأشكال.,General,"المهمة: حدد المكان الذي يستخدم فيه مصطلح 'اللي' بشكل شائع.
السؤال: في أي دولة يُستخدم المصطلح 'اللي' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
المجبب,مدخل المنزل,Southern,"المهمة: حدد المدينة التي يرتبط بها استخدام كلمة 'المجبب'.
السؤال: في أي منطقة سعودية يتم استخدام كلمة 'المجبب' بشكل أساسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) أبها
د) الدمام",أ
المرغه,هو المكان المغبر,Western,"المهمة: حدد المكان الذي يتم استخدام هذا المصطلح عادة.
السؤال: في أي مدينة سعودية يستخدم المصطلح 'المرغه' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) الدوادمي
ج) جدة
د) الدمام",ب
المشغوله,المشغوله وتعني النمله,Central,"المهمة: أين تُستخدم كلمة 'المشغوله' بشكل شائع في المملكة؟
السؤال: في أي منطقة في السعودية تُستخدم كلمة 'المشغوله'؟
الخيارات:
أ) الرياض
ب) المنامة
ج) دبي
د) الكويت",أ
ابوسفسف,تعني كلمة <ابو سفسف> الرجل الكريم الخلوق ذو المكانه العاليه ، ظهرت الكلمه لاول مره ميلادي كنايتاً للراحل ( يوسف سليمان الشمري ) الذي كان عالماً وشاعراً وكان معروفاً بالعدل,General,"المهمة: تحديد الدولة التي يستخدم فيها مصطلح 'ابوسفسف' بشكل رئيسي.
السؤال: في أي دولة يُستخدم المصطلح 'ابوسفسف' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) البحرين
د) الكويت",أ
سبهه,غبي أو فاغر الفاه,General,"المهمة: حدد الدولة التي تُستخدم فيها كلمة 'سبهه' بشكل رئيسي.
السؤال: أي دولة تستخدم المصطلح 'سبهه' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
المعقل,هذه وجبة غذائية دسمة تحتوي على دقيق وأرز بالاضافة الى اللبن والسمن وتشتهر هذه الوجبة عند قبيلة السفياني وخصوصا العمري حيث يتميز بهذه الوجبة عائلة عمري سفيانية يوجد بها ربة منزل متميزة جدا بالطهي وخصوصا هذه الوجبو وعادة ما تؤكل هذه الوجبة في سحور شهر رمضان حيث تساعد هذه الوجبة على ابقاء الشبع لدى الانسان حتى وجبة الافطار عند غروب الشمس,Western,"المهمة: حدد أين يُستخدم المصطلح 'المعقل' بشكل أكثر شيوعاً.
السؤال: في أي منطقة سعودية يشتهر استخدام كلمة 'المعقل'؟
الخيارات:
أ) الرياض
ب) جدة
ج) الطائف
د) مكة",ج
الميانة,الميانة يعني الشخص قبل لاتعرفيه تتكلم معه عادي وتسولف له وكأنك تعرفه من سنين,Southern,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح 'الميانة' بشكل أكثر شيوعاً.
السؤال: في أي منطقة سعودية يُستخدم تعبير 'الميانة' بكثرة؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",أ
النمنم,مخلوق خرافي يزعم بأنه سفاح، مصاص للدماء، آكل للحوم البشر، وله قرون وذيل قصير، يخرج في الليل وضحاياه غالبا ما يكونون من الأطفال. اشتهرت هذه الخرافة كوسيلة بين الآباء والأمهات في الحجاز لبث الرعب في قلوب أطفالهم وحدهم عن الخروج من المنزل في فترة الليل.,Southern,"المهمة: حدد المدينة التي يرتبط بها استخدام كلمة 'النمنم'.
السؤال: أين يُستخدم المصطلح 'النمنم' بشكل أكثر شيوعاً؟
الخيارات:
أ) جدة
ب) الرياض
ج) أبها
د) المدينة المنورة",أ
الهبني,اي لا شيء,General,"المهمة: تحديد الموقع الذي يُستخدم فيه المصطلح 'الهبني' بشكل رئيسي.
السؤال: أي دولة تستخدم المصطلح 'الهبني' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
