Term,Meaning_of_term,Dialect type,Cultural_Interpretation_question,correct_answer
ضف وجهك,يعني . ابتعد عني . اغرب عن وجهي .,General,"المهمة: اكتب تفسيراً ثقافياً للاستخدام الذاتي للتعبير.
السؤال: ما الذي يعكسه تعبير 'ضف وجهك' في الثقافة السعودية؟
الخيارات:
أ) الرغبة في الصداقة
ب) الحاجة إلى الخصوصية
ج) التهذيب والاحترام
د) التعبير عن الغضب",ب
حج البقرة على قرونها,من باب تعليق الأمر بالمحال : - حتى / لمّا تحج البقرة على قرونها - لو / إذا حجت البقرة على قرونها يُنظر في كي ينوّر الملح.,General,"المهمة: اشرح كيف تعكس العبارة 'حج البقرة على قرونها' الثقافة السعودية.
السؤال: ما هي الثقافة المرتبطة بعبارة 'حج البقرة على قرونها'؟
الخيارات:
أ) التفكير في الأمور بعناية
ب) الاستهزاء بالمواقف
ج) التعليق على الأمور بلا جدوى
د) عدم الاكتراث بما يحدث",ب
رح اديلو,سوف اعطيه,Western,"المهمة: تفسير العبارة في سياق ثقافي.
السؤال: كيف تعكس عبارة 'رح اديلو' تراث وثقافة أهل الحجاز؟
الخيارات:
أ) تعبر عن كرم الضيافة
ب) تعني التأخر
ج) تعبر عن الغضب
د) تشير إلى الجفاف",أ
حُق حُق,تستخدم إذا أردت أن تستعير شيئا من أحد وأجابك ب: لا، حقي!,Western,"المهمة: اختر الإجابة التي تصف المعنى الثقافي لعبارة 'حق حق'.
السؤال: ماذا تعبر عبارة 'حق حق' عن الروح الثقافية في المجتمع السعودي؟
الخيارات:
أ) أهمية الملكية الشخصية
ب) التسامح
ج) الشجاعة
د) التعاون",أ
حُق صلصة,تدل على المكان الضيق جدا,Western,"المهمة: عبر عن التفسير الثقافي لعبارة 'حُق صلصة'.
السؤال: ما الذي تعكسه عبارة 'حُق صلصة' عن الثقافة المحلية؟
الخيارات:
أ) تشجع على الفضاء المفتوح
ب) تشير إلى أماكن صغيرة قديمة
ج) تتعلق بالمطبخ الحديث
د) تعبر عن الفخامة والرفاهية",ب
حمار خالو,عندما يكون الشخص يتحرش بشخص قوي لايستطيع أن يجابهه فيتكلم معه باستفزاز حتى يتنرفز,Western,"المهمة: فسر العبارة في السياق الثقافي السعودي.
السؤال: ما الذي يعكسه استخدام عبارة 'حمار خالو' في اللهجة السعودية؟
الخيارات:
أ) احترام للشخصية
ب) تهجم واستفزاز
ج) صداقة قوية
د) سوء فهم للقضايا",ب
حياك الله,عبارة ترحيب,General,"المهمة: تفسير العبارة من منظور ثقافي.
السؤال: ماذا تعني عبارة 'حياك الله' في الثقافة السعودية؟
الخيارات:
أ) تعبير عن الترحيب والاحترام
ب) تعبير عن الوداع
ج) تعبير عن الحزن
د) تعبير عن الغضب",أ
حيلهم بينهم,"حِيلهم بِينهم ، عبارة تعني ان مشاكلهم بينهم نظراً لتشاركهم في قوة مشتركة ""حيل"" فتكبّدها سيكون بينهم ايضاً",General,"المهمة: اشرح معنى العبارة 'حيلهم بينهم' من منظور ثقافي.
السؤال: ما الذي تعكسه عبارة 'حيلهم بينهم' عن العلاقات الاجتماعية في الثقافة السعودية؟
الخيارات:
أ) تعكس التنافس بين الجيران
ب) تشير إلى أهمية التعاون والتواصل
ج) تؤكد على الانفصال بين الأفراد
د) تدل على عدم الاهتمام بالمشاكل",ب
خاربة خاربة,تقال وقت المأساة وعدم المبالاة وتعني إذا الموضوع فقد الأمل منه إذاً ليس علي أن اهتم أو أعمل شيء لأن الموضوع سوف يكون معدوم بوجود أو بعدم وجود مجهودي.,General,"المهمة: حدد معنى عبارة 'خاربة خاربة' في سياق الثقافة السعودية.
السؤال: كيف تعبر عبارة 'خاربة خاربة' عن وجهة نظر ثقافية في المجتمع السعودي؟
الخيارات:
أ) تعبر عن الأمل والتفاؤل
ب) تعبر عن عدم الاهتمام بموقف سيء
ج) تعبر عن الفخر والانتماء
د) تعبر عن الرغبة في العمل الجاد",ب
خاز باز,الخاز باز هذا غير المعروف في الفصحي.هذا في العاميه يعني ((الاشكالات السرية بين شخصين لا يستطيعان الكشف عنها للاخرين )) هذا تقريبي ومختصر والله اعلم,Western,"المهمة: وضح كيف تعكس عبارة 'خاز باز' الثقافة السعودية.
السؤال: كيف تعكس 'خاز باز' العلاقات الاجتماعية في المجتمع السعودي؟
الخيارات:
أ) تدل على التفاهم بين الأصدقاء
ب) تشير إلى الأسرار في العمل
ج) تعكس التقاليد القديمة
د) غير ذلك",أ
خِبْت عليك,تقال عند الاصابة بالإحباط عند عدم تحقيق هدف معيّن أو الخطأ في عمل أمر سهل.,Western,"المهمة: اختر التفسير الثقافي الصحيح لعبارة 'خِبْت عليك'.
السؤال: ما الذي تشير إليه عبارة 'خِبْت عليك' في الثقافة السعودية؟
الخيارات:
أ) الإحباط والفشل
ب) الفخر والاعتزاز
ج) السعادة والبهجة
د) التعب والجهد",أ
خراط مشمش,الكاذب,Central,"المهمة: ما هو التفسير الثقافي للعبارة 'خراط مشمش'؟
السؤال: ماذا تعني عبارة 'خراط مشمش' في الثقافة السعودية؟
الخيارات:
أ) تشير إلى شخص ضعيف
ب) تعني الخداع أو الكذب
ج) تدل على شخص محبوب
د) تعني الشجاعة",ب
ريحه عطبة,هي مفردة حساويه وتعني ربحه النايلون عندما يحترق مثل اسلاك كهربائية,Eastern,"المهمة: اشرح المفهوم الثقافي لعبارة (ريحة عطبة).
السؤال: ماذا تعبر عبارة (ريحة عطبة) في السياق اليومي؟
الخيارات:
أ) رائحة طعام محترق
ب) رائحة البلاستيك أو النايلون عند احتراقه
ج) رائحة وقود السيارات
د) رائحة عطر قوي",ب
خِرِّي مِرِّي,بمعنى ذاهب وعائد وتطلق على من كثرت تحركاته وانتقالاته.,Western,"المهمة: فسر استخدام العبارة 'خِرِّي مِرِّي' في الثقافة السعودية.
السؤال: لماذا تعتبر عبارة 'خِرِّي مِرِّي' تعبيراً شائعاً في اللهجة الحجازية؟
الخيارات:
أ) تعبر عن النشاط والحركة
ب) تشير إلى الملل من الروتين
ج) تدل على الاسترخاء
د) تعني الذهاب إلى النوم",أ
زكن عليه,اكدعليه,Central,"المهمة: اشرح المفهوم الثقافي لعبارة (زكن عليه).
السؤال: ماذا تعكس عبارة (زكن عليه) في الثقافة الشعبية؟
الخيارات:
أ) التجاهل وعدم الاكتراث
ب) الإلحاح والتأكيد على شخص
ج) الشكر والتقدير
د) المزاح الخفيف",ب
طول حسي,طول صوتي فلان تهاوش طول حسه طول صوته,Northern,"المهمة: حدد التفسير الثقافي للعبارة.
السؤال: ماذا تعني عبارة 'خليك انت المأذون اللى عم جدوروا عليه' في السياق الثقافي السعودي؟
الخيارات:
أ) تدعو الشخص ليكون مرجعاً موثوقاً
ب) تتحدث عن عدم الثقة في الآخرين
ج) تعني أن الشخص يجب أن يتجاهل الآخرين
د) تدل على عدم أهمية المأذون",أ
خندريس,تقال للشخص الخبيث,Central,"المهمة: اشرح معنى كلمة 'خندريس' في السياق الثقافي.
السؤال: ما هو الدلالات الثقافية لكلمة 'خندريس' في اللهجة السعودية؟
الخيارات:
أ) تشير إلى الشخص الصالح
ب) تعبر عن الاحتقار لشخص خبيث
ج) تدل على الاحترام
د) تعبر عن الصداقة",ب
خيطي بيطي,الشيء الذي لا معنى له يقال له خيطي بيطي,Western,"المهمة: ما هو المعنى الثقافي لعبارة 'خيطي بيطي' في اللهجة الحجازية؟
السؤال: لماذا يستخدم الحجازيون عبارة 'خيطي بيطي'؟
الخيارات:
أ) للتعبير عن الإعجاب بشيء.
ب) للإشارة إلى عدم الجدوى أو عدم أهمية شيء.
ج) للتعبير عن السعادة.
د) لإثبات أهمية الموضوع.",ب
اشرب بشويش,اشرب ببطئ,Southern,"المهمة: اشرح المفهوم الثقافي لعبارة (اشرب بشويش).
السؤال: ماذا تعكس عبارة (اشرب بشويش) في التعامل اليومي؟
الخيارات:
أ) الاستعجال
ب) التنبيه بلطف وعدم التسرع
ج) الأمر الصارم
د) السخرية",ب
