Term,Meaning_of_term,Dialect type,Location_Recognition_question,correct_answer
دمه ثقيل,كناية عن الشخص الثقيل الظل الذي لا يُرغب فيه ،,Central,"المهمة: حدد المنطقة التي يُستخدم فيها التعبير 'دمه ثقيل' بشكل شائع.
السؤال: في أي منطقة سعودية يُستخدم تعبير 'دمه ثقيل' بشكل رئيسي؟
الخيارات:
أ) نجد
ب) مكة
ج) جازان
د) تبوك",أ
يلا نطلع كِشْتة,يلا نطلع نزهه او طلعه او تخييم,General,"المهمة: أين يُستخدم المصطلح 'يلا نطلع كِشْتة' بشكل أكثر شيوعاً؟
السؤال: في أي دولة يُستخدم المصطلح 'يلا نطلع كِشْتة' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) البحرين
د) الكويت",أ
دواء غسيل,مصطلح دارج في الحجاز من أجل وصف منظفات الكلور المستخدمة في الغسيل (مثال: كلوركس),Western,"المهمة: اختر المدينة التي تستخدم فيها عبارة 'دواء غسيل' بشكل شائع.
السؤال: أين يُستخدم المصطلح 'دواء غسيل' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) الخبر",ب
دوخلتي حجي بي,أنشودة تراثية تقال في مهرجان الدوخلة بالشرقية ، دائماً يقولها الأطفال طيلة أيام المهرجان ، ولقيت الأنشودة إعجاباً من زوار المهرجان مما دفع المنشد صالح المؤمن إلى إنشادها .,Eastern,"المهمة: حدد الموقع الذي يُستخدم فيه التعبير 'دوخلتي حجي بي' بشكل أكثر شيوعاً.
السؤال: أين يُستخدم المصطلح 'دوخلتي حجي بي' بشكل أكثر شيوعاً؟
الخيارات:
أ) الشرقية
ب) مكة
ج) الرياض
د) جدة",أ
شرواك الطيب,كلمة شكر على حديث مفتوح، عندما يُقال إن فلان شرواك بالخير، أي يشبهك في عمل الخير، فيرد الشّخص شاكرًا له شرواك الطيب.,General,"المهمة: اختر الموقع الذي يرتبط بعبارة 'شرواك الطيب'.
السؤال: في أي دولة يتم استخدام المصطلح 'شرواك الطيب' بشكل شائع؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) البحرين
د) الكويت",أ
ولد العكاريت,ولد العكاريت تقال للمراهق المتمرّد على أهله ، وأظنها من العفاريت أو من عكر : ذكر ابن دريد : تعاكر القوم: اختلطوا في خصومةٍ أو نَحْوها. أو المعكرين صفو شيء ما فهو ابنهم,Central,"### نوع السؤال: التعرف على الموقع
المهمة: اختر فقط إجابة واحدة دون أية ملاحظات.
السؤال: في أي منطقة تُستخدم كلمة ""ولد العكاريت"" بشكل أكثر شيوعاً؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) المدينة المنورة 
D) القصيم",A
راس كلب,عندما ييقابل شخص أحد أصدقائه ولم يره منذ زمن فأول كلمة يقولها له (رأس كلب),Western,"المهمة: حدد الموقع الذي يستخدم فيه المصطلح 'راس كلب' بشكل شائع.
السؤال: في أي منطقة من السعودية يُستخدم التعبير 'راس كلب'؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة",ب
أبلشتنا,من الإزعاج و تكرار استخدام نفس الأشياء,Central,"المهمة: حدد المكان الأكثر شيوعاً لاستخدام العبارة 'أبلشتنا'.
السؤال: في أي منطقة من المناطق السعودية يُستخدم المصطلح 'أبلشتنا' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل",أ
رايق رايق,يعني بالرااحة وبكل سهوولة.,Western,"المهمة: حدد المنطقة الأكثر شيوعًا لاستخدام تعبير 'رايق رايق'.
السؤال: في أي منطقة سعودية يُستخدم التعبير 'رايق رايق' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة",ب
بلا بكش, بلا كذب,Western,"المهمة: حدد أحد المناطق التي تستخدم فيها عبارة 'بلا بكش' بشكل شائع.
السؤال: أين يُستخدم المصطلح 'بلا بكش' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة",ب
رجعنا على طير يلي,تقال عند رجوع المخاطَب الى عادة (سلبية) قد تركها منذ فترة، بنبرة استفهامية تعجبية.,Central,"المهمة: حدد الموقع الذي يُستخدم فيه التعبير غالباً.
السؤال: في أي منطقة سعودية يُستخدم التعبير 'رجعنا على طير يلي' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) حائل
د) أبها",أ
أزرد ,هي كلمة قديمة من بادية الحجاز أزرد أو أزرده بمعنى أخنق أو أخنقه والمشابه لها أداة قطع الكهرباء الزرادية,Western,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح 'أزرد' بشكل شائع.
السؤال: في أي مدينة سعودية يُستخدم المصطلح 'أزرد' بشكل شائع؟
الخيارات:
أ) الحجاز
ب) نجد
ج) أبها
د) الدمام",أ
رحم الله والديك,رحم الله والديك : دعاء يستخدم بكثرة عند الحساوية (الاحسائين : نسبة الى الأحساء) للشخص الذي يصنع معروفا للطرف الاخر,Eastern,"المهمة: حدد المنطقة الأكثر استخداماً لعبارة 'رحم الله والديك'.
السؤال: أين يُستخدم المصطلح 'رحم الله والديك' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) الأحساء
ج) جدة
د) الدمام",ب
رطرط في رطرط,تقال للي ماعنده سالفة,Western,"المهمة: حدد المنطقة التي يرتبط بها المصطلح 'رطرط في رطرط'.
السؤال: في أي منطقة سعودية تُستخدم عبارة 'رطرط في رطرط' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) مكة
د) الدمام",ب
رفقًا بهم,جملة تطلق على الاشخاص او الشخص الذي لا يفهم المصطلحات او الاحداث الرائجة بين الناس.,General,"المهمة: حدد الموقع الأكثر ارتباطًا بهذا المصطلح.
السؤال: في أي دولة يُستخدم المصطلح 'رفقًا بهم' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) البحرين
د) سلطنة عمان",أ
روح رياضيه,اي متقبل ولا يزعل,General,"المهمة: حدد أين يكون استخدام عبارة 'روح رياضيه' أكثر شيوعاً.
السؤال: في أي دولة تستخدم العبارة 'روح رياضيه' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) البحرين
ج) عمان
د) الإمارات العربية المتحدة",أ
روّق المنجا,عبارة تقال للشخص عندما يُطلب منه الهدوء و الكف عن النرفزة.,Western,"المهمة: حدد المنطقة الأكثر استخدامًا لعبارة 'روّق المنجا'.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'روّق المنجا' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",ب
شكله زاحف,هي مرحلة متقدمة من اللا مبالاة وتصيب غالبا المراهقين,Central,"المهمة: اختر الإجابة الصحيحة فقط بدون أي ملاحظات إضافية. 
السؤال: في أي منطقة سعودية يتم استخدام مصطلح ""شكله زاحف"" بكثرة؟ 
الخيارات: 
A) الرياض 
B) جدة 
C) الدمام 
D) المدينة المنورة",A
هيا خدلك,معنى هذا الناقص ! ... وتستعمل الكلمة للإستغراب .,Western,"المهمة: حدد المدينة التي يشتهر فيها استخدام عبارة 'هيا خدلك'.
السؤال: في أي منطقة سعودية تستخدم عبارة 'هيا خدلك' بشكل شائع؟
الخيارات:
أ) الوسطى
ب) الغربية
ج) الشرقية
د) الجنوب",ب
زقت معه,زقت معه أي عصب وقفلت اخلاقه زقت معي أي عصبت,Central,"المهمة: اختر الإجابة الصحيحة فقط بدون أي ملاحظات إضافية.
 السؤال: في أي منطقة تُستخدم العبارة ""زقت معه"" بشكل شائع؟
الخيارات: 
 A) الرياض 
 B) جدة 
 C) الدمام 
 D) حائل",A
وش تيد,بمعني وش تبغى,Northern,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح بشكل شائع.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'وش تيد' أكثر؟
الخيارات:
أ) الحجاز
ب) الشمال
ج) الجنوب
د) نجد",ب
خلك رزين,دعوة للثبات والهدوء وترك الحركات الطائشة.,General,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح 'خلك رزين' بشكل رئيسي.
السؤال: أي من الدول الخليجية تستخدم المصطلح 'خلك رزين' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
انثبر هنا ,كلمة قوية جداً وحازمة تعني اجلس هنا مكانك واسكت,Central,"- المهمة: اختر الإجابة الصحيحة فقط دون أي ملاحظات إضافية. 
- السؤال: في أي منطقة سعودية يتم استخدام عبارة ""انثبر هنا"" بشكل شائع؟ 
- الخيارات: 
 A) الرياض 
 B) جدة 
 C) الدمام 
 D) بريدة 
-",A
زمن أسكت,هي عبارة سعودية حجازية تعني الدلالة على الشيء القديم أو الاثري وتطلق أيضا من باب التهكم على شيء معين كدلالة على اندثاره او تغير موضته وتعود جذور هذه العبارة إلى حقبة العشرينيات من القرن الماضي وبالتحديد بين عامي – ، حتى جاء الملك عبدالعزيز طيب الله ثراه محرراً للحجاز وتغيرت الأوضاع وعم الأمن والأمان ولله الحمد .,Western,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح 'زمن أسكت' بشكل شائع.
السؤال: أين تُستخدم عبارة 'زمن أسكت' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) جدة
ج) مكة
د) الدمام",ب
